formula,formulaA,formulaB,stable
P0.2 Pm0.8,P,Pm,0
Se0.2 Pm0.8,Se,Pm,0
S0.2 Pm0.8,S,Pm,0
Pa0.2 Pm0.8,Pa,Pm,0
Hg0.2 Pm0.8,Hg,Pm,0
As0.2 Pm0.8,As,Pm,0
Cd0.2 Pm0.8,Cd,Pm,1
U0.2 Pm0.8,U,Pm,0
Si0.2 Pm0.8,Si,Pm,1
Al0.2 Pm0.8,Al,Pm,1
Mo0.2 Pm0.8,Mo,Pm,0
Pt0.2 Pm0.8,Pt,Pm,0
Re0.2 Pm0.8,Re,Pm,0
Pd0.2 Pm0.8,Pd,Pm,1
Tc0.2 Pm0.8,Tc,Pm,0
Os0.2 Pm0.8,Os,Pm,0
Rh0.2 Pm0.8,Rh,Pm,1
Cu0.2 Pm0.8,Cu,Pm,1
Be0.2 Pm0.8,Be,Pm,0
K0.2 Gd0.8,K,Gd,0
Ba0.2 Gd0.8,Ba,Gd,0
Br0.2 Gd0.8,Br,Gd,1
Na0.2 Gd0.8,Na,Gd,0
Ar0.2 Gd0.8,Ar,Gd,0
Pr0.2 Gd0.8,Pr,Gd,0
Y0.2 Gd0.8,Y,Gd,0
Tb0.2 Gd0.8,Tb,Gd,0
Ho0.2 Gd0.8,Ho,Gd,0
Er0.2 Gd0.8,Er,Gd,0
Tm0.2 Gd0.8,Tm,Gd,0
Tl0.2 Gd0.8,Tl,Gd,1
P0.2 Gd0.8,P,Gd,1
In0.2 Gd0.8,In,Gd,1
Sc0.2 Gd0.8,Sc,Gd,0
Pa0.2 Gd0.8,Pa,Gd,0
Hg0.2 Gd0.8,Hg,Gd,0
Cd0.2 Gd0.8,Cd,Gd,1
U0.2 Gd0.8,U,Gd,0
Si0.2 Gd0.8,Si,Gd,0
Ga0.2 Gd0.8,Ga,Gd,1
Nb0.2 Gd0.8,Nb,Gd,0
Ti0.2 Gd0.8,Ti,Gd,0
Ag0.2 Gd0.8,Ag,Gd,0
Au0.2 Gd0.8,Au,Gd,0
W0.2 Gd0.8,W,Gd,0
Pt0.2 Gd0.8,Pt,Gd,1
Tc0.2 Gd0.8,Tc,Gd,0
Ir0.2 Gd0.8,Ir,Gd,1
Ru0.2 Gd0.8,Ru,Gd,0
Be0.2 Gd0.8,Be,Gd,0
B0.2 Gd0.8,B,Gd,0
Rb0.2 Y0.8,Rb,Y,0
K0.2 Y0.8,K,Y,0
Ba0.2 Y0.8,Ba,Y,0
Eu0.2 Y0.8,Eu,Y,0
I0.2 Y0.8,I,Y,1
Br0.2 Y0.8,Br,Y,1
Na0.2 Y0.8,Na,Y,0
Ac0.2 Y0.8,Ac,Y,0
Pr0.2 Y0.8,Pr,Y,0
Th0.2 Y0.8,Th,Y,0
Tb0.2 Y0.8,Tb,Y,0
Dy0.2 Y0.8,Dy,Y,0
Er0.2 Y0.8,Er,Y,0
Pb0.2 Y0.8,Pb,Y,1
Lu0.2 Y0.8,Lu,Y,0
Tl0.2 Y0.8,Tl,Y,1
P0.2 Y0.8,P,Y,1
Mg0.2 Y0.8,Mg,Y,1
Ge0.2 Y0.8,Ge,Y,0
Si0.2 Y0.8,Si,Y,0
Ga0.2 Y0.8,Ga,Y,1
Np0.2 Y0.8,Np,Y,0
Ti0.2 Y0.8,Ti,Y,0
Ag0.2 Y0.8,Ag,Y,0
Mo0.2 Y0.8,Mo,Y,0
Pd0.2 Y0.8,Pd,Y,1
Tc0.2 Y0.8,Tc,Y,0
Cr0.2 Y0.8,Cr,Y,0
B0.2 Y0.8,B,Y,1
He0.2 Th0.8,He,Th,0
Kr0.2 Th0.8,Kr,Th,0
Cs0.2 Th0.8,Cs,Th,0
Rb0.2 Th0.8,Rb,Th,0
K0.2 Th0.8,K,Th,0
Ba0.2 Th0.8,Ba,Th,0
Eu0.2 Th0.8,Eu,Th,0
Yb0.2 Th0.8,Yb,Th,0
Ca0.2 Th0.8,Ca,Th,0
I0.2 Th0.8,I,Th,1
Br0.2 Th0.8,Br,Th,1
Na0.2 Th0.8,Na,Th,0
Ar0.2 Th0.8,Ar,Th,0
Bi0.2 Th0.8,Bi,Th,0
Gd0.2 Th0.8,Gd,Th,0
Tb0.2 Th0.8,Tb,Th,0
Ho0.2 Th0.8,Ho,Th,0
Er0.2 Th0.8,Er,Th,0
Sb0.2 Th0.8,Sb,Th,0
Tm0.2 Th0.8,Tm,Th,0
Se0.2 Th0.8,Se,Th,0
S0.2 Th0.8,S,Th,0
Sc0.2 Th0.8,Sc,Th,0
Pa0.2 Th0.8,Pa,Th,0
Zr0.2 Th0.8,Zr,Th,0
Mg0.2 Th0.8,Mg,Th,0
As0.2 Th0.8,As,Th,0
Cd0.2 Th0.8,Cd,Th,0
Li0.2 Th0.8,Li,Th,0
U0.2 Th0.8,U,Th,0
Ga0.2 Th0.8,Ga,Th,1
Np0.2 Th0.8,Np,Th,0
Ta0.2 Th0.8,Ta,Th,0
Nb0.2 Th0.8,Nb,Th,0
W0.2 Th0.8,W,Th,0
Mo0.2 Th0.8,Mo,Th,0
Pt0.2 Th0.8,Pt,Th,1
Zn0.2 Th0.8,Zn,Th,1
Re0.2 Th0.8,Re,Th,0
Tc0.2 Th0.8,Tc,Th,0
Ir0.2 Th0.8,Ir,Th,1
Mn0.2 Th0.8,Mn,Th,0
C0.2 Th0.8,C,Th,0
Be0.2 Th0.8,Be,Th,0
Ne0.2 Tb0.8,Ne,Tb,0
Kr0.2 Tb0.8,Kr,Tb,0
K0.2 Tb0.8,K,Tb,0
Ba0.2 Tb0.8,Ba,Tb,0
Ac0.2 Tb0.8,Ac,Tb,0
Xe0.2 Tb0.8,Xe,Tb,0
Bi0.2 Tb0.8,Bi,Tb,0
Pr0.2 Tb0.8,Pr,Tb,0
Pm0.2 Tb0.8,Pm,Tb,0
Er0.2 Tb0.8,Er,Tb,0
Pb0.2 Tb0.8,Pb,Tb,1
P0.2 Tb0.8,P,Tb,0
Se0.2 Tb0.8,Se,Tb,0
In0.2 Tb0.8,In,Tb,1
Sc0.2 Tb0.8,Sc,Tb,0
Zr0.2 Tb0.8,Zr,Tb,0
Ge0.2 Tb0.8,Ge,Tb,0
Cd0.2 Tb0.8,Cd,Tb,1
Ti0.2 Tb0.8,Ti,Tb,0
Ag0.2 Tb0.8,Ag,Tb,0
Al0.2 Tb0.8,Al,Tb,1
W0.2 Tb0.8,W,Tb,0
Mo0.2 Tb0.8,Mo,Tb,0
Re0.2 Tb0.8,Re,Tb,0
Tc0.2 Tb0.8,Tc,Tb,0
Cr0.2 Tb0.8,Cr,Tb,0
Cu0.2 Tb0.8,Cu,Tb,1
C0.2 Tb0.8,C,Tb,0
Cs0.2 Dy0.8,Cs,Dy,0
K0.2 Dy0.8,K,Dy,0
Ba0.2 Dy0.8,Ba,Dy,0
Sr0.2 Dy0.8,Sr,Dy,0
Eu0.2 Dy0.8,Eu,Dy,0
Yb0.2 Dy0.8,Yb,Dy,0
Br0.2 Dy0.8,Br,Dy,1
Nd0.2 Dy0.8,Nd,Dy,0
Sm0.2 Dy0.8,Sm,Dy,0
Te0.2 Dy0.8,Te,Dy,0
Pm0.2 Dy0.8,Pm,Dy,0
Gd0.2 Dy0.8,Gd,Dy,0
Tb0.2 Dy0.8,Tb,Dy,0
Sb0.2 Dy0.8,Sb,Dy,0
Lu0.2 Dy0.8,Lu,Dy,0
Tl0.2 Dy0.8,Tl,Dy,1
P0.2 Dy0.8,P,Dy,0
S0.2 Dy0.8,S,Dy,0
Ge0.2 Dy0.8,Ge,Dy,0
Cd0.2 Dy0.8,Cd,Dy,1
Np0.2 Dy0.8,Np,Dy,0
Ta0.2 Dy0.8,Ta,Dy,0
Ti0.2 Dy0.8,Ti,Dy,0
Al0.2 Dy0.8,Al,Dy,1
W0.2 Dy0.8,W,Dy,0
Pt0.2 Dy0.8,Pt,Dy,1
Zn0.2 Dy0.8,Zn,Dy,1
Ir0.2 Dy0.8,Ir,Dy,0
Os0.2 Dy0.8,Os,Dy,0
V0.2 Dy0.8,V,Dy,0
Cu0.2 Dy0.8,Cu,Dy,1
Fe0.2 Dy0.8,Fe,Dy,1
Ni0.2 Dy0.8,Ni,Dy,1
C0.2 Dy0.8,C,Dy,0
Be0.2 Dy0.8,Be,Dy,0
He0.2 Ho0.8,He,Ho,0
Ne0.2 Ho0.8,Ne,Ho,0
Rb0.2 Ho0.8,Rb,Ho,0
Ba0.2 Ho0.8,Ba,Ho,0
Eu0.2 Ho0.8,Eu,Ho,0
Ca0.2 Ho0.8,Ca,Ho,0
I0.2 Ho0.8,I,Ho,1
Na0.2 Ho0.8,Na,Ho,0
La0.2 Ho0.8,La,Ho,0
Xe0.2 Ho0.8,Xe,Ho,0
Bi0.2 Ho0.8,Bi,Ho,0
Ce0.2 Ho0.8,Ce,Ho,0
Sm0.2 Ho0.8,Sm,Ho,0
Pm0.2 Ho0.8,Pm,Ho,0
Tb0.2 Ho0.8,Tb,Ho,0
Er0.2 Ho0.8,Er,Ho,0
Pb0.2 Ho0.8,Pb,Ho,1
Tm0.2 Ho0.8,Tm,Ho,0
Tl0.2 Ho0.8,Tl,Ho,1
P0.2 Ho0.8,P,Ho,0
Se0.2 Ho0.8,Se,Ho,0
S0.2 Ho0.8,S,Ho,0
Sn0.2 Ho0.8,Sn,Ho,1
Zr0.2 Ho0.8,Zr,Ho,0
Mg0.2 Ho0.8,Mg,Ho,1
Ge0.2 Ho0.8,Ge,Ho,0
As0.2 Ho0.8,As,Ho,0
Ga0.2 Ho0.8,Ga,Ho,1
Ta0.2 Ho0.8,Ta,Ho,0
Nb0.2 Ho0.8,Nb,Ho,0
Au0.2 Ho0.8,Au,Ho,1
Zn0.2 Ho0.8,Zn,Ho,1
Re0.2 Ho0.8,Re,Ho,0
Tc0.2 Ho0.8,Tc,Ho,0
Os0.2 Ho0.8,Os,Ho,0
Rh0.2 Ho0.8,Rh,Ho,0
Mn0.2 Ho0.8,Mn,Ho,0
Cr0.2 Ho0.8,Cr,Ho,0
C0.2 Ho0.8,C,Ho,0
Be0.2 Ho0.8,Be,Ho,0
He0.2 Er0.8,He,Er,0
Rb0.2 Er0.8,Rb,Er,0
Sr0.2 Er0.8,Sr,Er,0
Pr0.2 Er0.8,Pr,Er,0
Pm0.2 Er0.8,Pm,Er,0
Dy0.2 Er0.8,Dy,Er,0
Sb0.2 Er0.8,Sb,Er,0
Tm0.2 Er0.8,Tm,Er,0
Lu0.2 Er0.8,Lu,Er,0
S0.2 Er0.8,S,Er,0
Sn0.2 Er0.8,Sn,Er,0
As0.2 Er0.8,As,Er,0
Cd0.2 Er0.8,Cd,Er,1
U0.2 Er0.8,U,Er,0
Nb0.2 Er0.8,Nb,Er,0
Ag0.2 Er0.8,Ag,Er,0
Au0.2 Er0.8,Au,Er,0
W0.2 Er0.8,W,Er,0
Mo0.2 Er0.8,Mo,Er,0
Pt0.2 Er0.8,Pt,Er,1
Tc0.2 Er0.8,Tc,Er,0
Ir0.2 Er0.8,Ir,Er,0
V0.2 Er0.8,V,Er,0
Ru0.2 Er0.8,Ru,Er,0
Cr0.2 Er0.8,Cr,Er,0
Fe0.2 Er0.8,Fe,Er,1
C0.2 Er0.8,C,Er,0
Be0.2 Er0.8,Be,Er,0
Kr0.2 Pb0.8,Kr,Pb,0
Cs0.2 Pb0.8,Cs,Pb,0
Rb0.2 Pb0.8,Rb,Pb,0
K0.2 Pb0.8,K,Pb,0
Ca0.2 Pb0.8,Ca,Pb,0
I0.2 Pb0.8,I,Pb,0
Na0.2 Pb0.8,Na,Pb,1
Ar0.2 Pb0.8,Ar,Pb,0
Bi0.2 Pb0.8,Bi,Pb,0
Pr0.2 Pb0.8,Pr,Pb,1
Nd0.2 Pb0.8,Nd,Pb,0
Sm0.2 Pb0.8,Sm,Pb,0
Dy0.2 Pb0.8,Dy,Pb,0
Er0.2 Pb0.8,Er,Pb,0
Sb0.2 Pb0.8,Sb,Pb,0
Tm0.2 Pb0.8,Tm,Pb,1
Lu0.2 Pb0.8,Lu,Pb,0
P0.2 Pb0.8,P,Pb,0
S0.2 Pb0.8,S,Pb,0
Mg0.2 Pb0.8,Mg,Pb,0
Ge0.2 Pb0.8,Ge,Pb,0
As0.2 Pb0.8,As,Pb,0
Cd0.2 Pb0.8,Cd,Pb,0
Si0.2 Pb0.8,Si,Pb,0
Ga0.2 Pb0.8,Ga,Pb,0
Ag0.2 Pb0.8,Ag,Pb,0
Al0.2 Pb0.8,Al,Pb,0
W0.2 Pb0.8,W,Pb,0
Mo0.2 Pb0.8,Mo,Pb,0
Pt0.2 Pb0.8,Pt,Pb,1
Zn0.2 Pb0.8,Zn,Pb,0
Ir0.2 Pb0.8,Ir,Pb,0
Rh0.2 Pb0.8,Rh,Pb,0
Ru0.2 Pb0.8,Ru,Pb,0
Mn0.2 Pb0.8,Mn,Pb,0
Cr0.2 Pb0.8,Cr,Pb,0
Cu0.2 Pb0.8,Cu,Pb,0
Ni0.2 Pb0.8,Ni,Pb,0
B0.2 Pb0.8,B,Pb,0
He0.2 Sb0.8,He,Sb,0
K0.2 Sb0.8,K,Sb,1
Eu0.2 Sb0.8,Eu,Sb,0
La0.2 Sb0.8,La,Sb,0
Ac0.2 Sb0.8,Ac,Sb,0
Xe0.2 Sb0.8,Xe,Sb,0
Pm0.2 Sb0.8,Pm,Sb,0
Gd0.2 Sb0.8,Gd,Sb,0
Y0.2 Sb0.8,Y,Sb,0
Ho0.2 Sb0.8,Ho,Sb,0
Tl0.2 Sb0.8,Tl,Sb,1
Sn0.2 Sb0.8,Sn,Sb,0
In0.2 Sb0.8,In,Sb,0
Sc0.2 Sb0.8,Sc,Sb,0
Pa0.2 Sb0.8,Pa,Sb,1
Mg0.2 Sb0.8,Mg,Sb,0
Li0.2 Sb0.8,Li,Sb,1
Si0.2 Sb0.8,Si,Sb,0
Np0.2 Sb0.8,Np,Sb,0
Ta0.2 Sb0.8,Ta,Sb,1
Ti0.2 Sb0.8,Ti,Sb,1
Ag0.2 Sb0.8,Ag,Sb,0
Au0.2 Sb0.8,Au,Sb,0
Re0.2 Sb0.8,Re,Sb,0
Os0.2 Sb0.8,Os,Sb,0
Rh0.2 Sb0.8,Rh,Sb,0
Mn0.2 Sb0.8,Mn,Sb,0
Cu0.2 Sb0.8,Cu,Sb,0
Fe0.2 Sb0.8,Fe,Sb,0
Be0.2 Sb0.8,Be,Sb,0
B0.2 Sb0.8,B,Sb,0
Cs0.2 Tm0.8,Cs,Tm,0
Rb0.2 Tm0.8,Rb,Tm,0
Yb0.2 Tm0.8,Yb,Tm,0
I0.2 Tm0.8,I,Tm,1
Ac0.2 Tm0.8,Ac,Tm,0
Ce0.2 Tm0.8,Ce,Tm,0
Nd0.2 Tm0.8,Nd,Tm,0
Te0.2 Tm0.8,Te,Tm,0
Y0.2 Tm0.8,Y,Tm,0
Tb0.2 Tm0.8,Tb,Tm,0
Dy0.2 Tm0.8,Dy,Tm,0
Sb0.2 Tm0.8,Sb,Tm,0
Lu0.2 Tm0.8,Lu,Tm,0
Tl0.2 Tm0.8,Tl,Tm,1
P0.2 Tm0.8,P,Tm,0
Mg0.2 Tm0.8,Mg,Tm,1
As0.2 Tm0.8,As,Tm,0
Cd0.2 Tm0.8,Cd,Tm,1
Np0.2 Tm0.8,Np,Tm,0
Ti0.2 Tm0.8,Ti,Tm,0
Zn0.2 Tm0.8,Zn,Tm,0
Re0.2 Tm0.8,Re,Tm,0
Pd0.2 Tm0.8,Pd,Tm,1
Tc0.2 Tm0.8,Tc,Tm,0
Ir0.2 Tm0.8,Ir,Tm,0
Rh0.2 Tm0.8,Rh,Tm,0
Ru0.2 Tm0.8,Ru,Tm,0
Mn0.2 Tm0.8,Mn,Tm,0
Cu0.2 Tm0.8,Cu,Tm,1
Be0.2 Tm0.8,Be,Tm,0
B0.2 Tm0.8,B,Tm,1
Ne0.2 Lu0.8,Ne,Lu,0
K0.2 Lu0.8,K,Lu,0
Ca0.2 Lu0.8,Ca,Lu,0
Ar0.2 Lu0.8,Ar,Lu,0
Ce0.2 Lu0.8,Ce,Lu,0
Th0.2 Lu0.8,Th,Lu,0
Tb0.2 Lu0.8,Tb,Lu,0
Sb0.2 Lu0.8,Sb,Lu,0
Se0.2 Lu0.8,Se,Lu,0
S0.2 Lu0.8,S,Lu,0
Sn0.2 Lu0.8,Sn,Lu,0
Hg0.2 Lu0.8,Hg,Lu,0
Cd0.2 Lu0.8,Cd,Lu,1
U0.2 Lu0.8,U,Lu,0
Ta0.2 Lu0.8,Ta,Lu,0
Ti0.2 Lu0.8,Ti,Lu,0
Mo0.2 Lu0.8,Mo,Lu,0
Re0.2 Lu0.8,Re,Lu,0
V0.2 Lu0.8,V,Lu,0
Mn0.2 Lu0.8,Mn,Lu,0
Ni0.2 Lu0.8,Ni,Lu,1
Cs0.2 Tl0.8,Cs,Tl,0
Ba0.2 Tl0.8,Ba,Tl,0
Sr0.2 Tl0.8,Sr,Tl,0
Eu0.2 Tl0.8,Eu,Tl,1
Br0.2 Tl0.8,Br,Tl,0
Na0.2 Tl0.8,Na,Tl,1
Ac0.2 Tl0.8,Ac,Tl,1
Ar0.2 Tl0.8,Ar,Tl,0
Xe0.2 Tl0.8,Xe,Tl,0
Bi0.2 Tl0.8,Bi,Tl,0
Pr0.2 Tl0.8,Pr,Tl,0
Ce0.2 Tl0.8,Ce,Tl,1
Th0.2 Tl0.8,Th,Tl,0
Tb0.2 Tl0.8,Tb,Tl,0
Er0.2 Tl0.8,Er,Tl,0
Pb0.2 Tl0.8,Pb,Tl,0
Lu0.2 Tl0.8,Lu,Tl,0
P0.2 Tl0.8,P,Tl,1
Sc0.2 Tl0.8,Sc,Tl,0
Zr0.2 Tl0.8,Zr,Tl,1
As0.2 Tl0.8,As,Tl,0
Cd0.2 Tl0.8,Cd,Tl,0
Li0.2 Tl0.8,Li,Tl,1
U0.2 Tl0.8,U,Tl,0
Si0.2 Tl0.8,Si,Tl,0
Ga0.2 Tl0.8,Ga,Tl,0
Np0.2 Tl0.8,Np,Tl,0
Ta0.2 Tl0.8,Ta,Tl,0
Nb0.2 Tl0.8,Nb,Tl,0
Ti0.2 Tl0.8,Ti,Tl,0
Au0.2 Tl0.8,Au,Tl,0
Mo0.2 Tl0.8,Mo,Tl,0
Pd0.2 Tl0.8,Pd,Tl,1
Ir0.2 Tl0.8,Ir,Tl,0
Ru0.2 Tl0.8,Ru,Tl,0
Mn0.2 Tl0.8,Mn,Tl,0
Cr0.2 Tl0.8,Cr,Tl,0
Cu0.2 Tl0.8,Cu,Tl,0
Fe0.2 Tl0.8,Fe,Tl,0
Co0.2 Tl0.8,Co,Tl,0
Be0.2 Tl0.8,Be,Tl,0
He0.2 P0.8,He,P,0
Ne0.2 P0.8,Ne,P,0
Cs0.2 P0.8,Cs,P,0
Sr0.2 P0.8,Sr,P,0
I0.2 P0.8,I,P,1
Br0.2 P0.8,Br,P,1
Ce0.2 P0.8,Ce,P,0
Sm0.2 P0.8,Sm,P,0
Th0.2 P0.8,Th,P,0
Er0.2 P0.8,Er,P,0
Sn0.2 P0.8,Sn,P,0
In0.2 P0.8,In,P,0
Hg0.2 P0.8,Hg,P,0
As0.2 P0.8,As,P,0
Li0.2 P0.8,Li,P,1
U0.2 P0.8,U,P,0
Si0.2 P0.8,Si,P,0
Ga0.2 P0.8,Ga,P,0
Np0.2 P0.8,Np,P,0
Nb0.2 P0.8,Nb,P,1
Ti0.2 P0.8,Ti,P,1
Au0.2 P0.8,Au,P,0
Pt0.2 P0.8,Pt,P,0
Zn0.2 P0.8,Zn,P,0
Re0.2 P0.8,Re,P,0
Tc0.2 P0.8,Tc,P,1
Ir0.2 P0.8,Ir,P,0
Os0.2 P0.8,Os,P,0
Co0.2 P0.8,Co,P,0
Ni0.2 P0.8,Ni,P,1
C0.2 P0.8,C,P,0
B0.2 P0.8,B,P,0
He0.2 Se0.8,He,Se,0
K0.2 Se0.8,K,Se,0
Ba0.2 Se0.8,Ba,Se,0
Sr0.2 Se0.8,Sr,Se,0
Ar0.2 Se0.8,Ar,Se,0
Bi0.2 Se0.8,Bi,Se,0
Pr0.2 Se0.8,Pr,Se,0
Ce0.2 Se0.8,Ce,Se,0
Nd0.2 Se0.8,Nd,Se,0
Sm0.2 Se0.8,Sm,Se,0
Te0.2 Se0.8,Te,Se,0
Gd0.2 Se0.8,Gd,Se,0
Dy0.2 Se0.8,Dy,Se,0
Pb0.2 Se0.8,Pb,Se,0
Tl0.2 Se0.8,Tl,Se,0
S0.2 Se0.8,S,Se,0
Hg0.2 Se0.8,Hg,Se,0
Li0.2 Se0.8,Li,Se,0
Si0.2 Se0.8,Si,Se,0
Nb0.2 Se0.8,Nb,Se,0
Mo0.2 Se0.8,Mo,Se,0
Pt0.2 Se0.8,Pt,Se,0
Ru0.2 Se0.8,Ru,Se,0
Mn0.2 Se0.8,Mn,Se,0
Cu0.2 Se0.8,Cu,Se,0
Co0.2 Se0.8,Co,Se,0
Be0.2 Se0.8,Be,Se,0
B0.2 Se0.8,B,Se,0
He0.2 S0.8,He,S,0
K0.2 S0.8,K,S,0
Ba0.2 S0.8,Ba,S,0
Yb0.2 S0.8,Yb,S,0
Br0.2 S0.8,Br,S,0
Ar0.2 S0.8,Ar,S,0
Xe0.2 S0.8,Xe,S,0
Nd0.2 S0.8,Nd,S,0
Gd0.2 S0.8,Gd,S,0
Tb0.2 S0.8,Tb,S,0
Sb0.2 S0.8,Sb,S,0
Tm0.2 S0.8,Tm,S,0
Tl0.2 S0.8,Tl,S,0
Hg0.2 S0.8,Hg,S,0
Zr0.2 S0.8,Zr,S,1
Ge0.2 S0.8,Ge,S,0
Np0.2 S0.8,Np,S,0
Ag0.2 S0.8,Ag,S,0
Al0.2 S0.8,Al,S,0
W0.2 S0.8,W,S,0
Mo0.2 S0.8,Mo,S,0
Pt0.2 S0.8,Pt,S,0
Re0.2 S0.8,Re,S,0
Tc0.2 S0.8,Tc,S,0
V0.2 S0.8,V,S,1
Ru0.2 S0.8,Ru,S,0
Co0.2 S0.8,Co,S,0
Be0.2 S0.8,Be,S,0
B0.2 S0.8,B,S,0
Kr0.2 Sn0.8,Kr,Sn,0
K0.2 Sn0.8,K,Sn,0
Br0.2 Sn0.8,Br,Sn,1
Na0.2 Sn0.8,Na,Sn,1
La0.2 Sn0.8,La,Sn,1
Ar0.2 Sn0.8,Ar,Sn,0
Pr0.2 Sn0.8,Pr,Sn,0
Ce0.2 Sn0.8,Ce,Sn,1
Pm0.2 Sn0.8,Pm,Sn,1
Gd0.2 Sn0.8,Gd,Sn,0
Y0.2 Sn0.8,Y,Sn,0
Th0.2 Sn0.8,Th,Sn,0
Tb0.2 Sn0.8,Tb,Sn,0
Pb0.2 Sn0.8,Pb,Sn,0
Tm0.2 Sn0.8,Tm,Sn,0
Tl0.2 Sn0.8,Tl,Sn,0
As0.2 Sn0.8,As,Sn,0
Cd0.2 Sn0.8,Cd,Sn,0
Li0.2 Sn0.8,Li,Sn,1
Ta0.2 Sn0.8,Ta,Sn,1
Nb0.2 Sn0.8,Nb,Sn,1
Al0.2 Sn0.8,Al,Sn,0
W0.2 Sn0.8,W,Sn,0
Pd0.2 Sn0.8,Pd,Sn,1
Ir0.2 Sn0.8,Ir,Sn,0
Os0.2 Sn0.8,Os,Sn,0
Co0.2 Sn0.8,Co,Sn,0
Be0.2 Sn0.8,Be,Sn,0
He0.2 In0.8,He,In,0
Ne0.2 In0.8,Ne,In,0
Kr0.2 In0.8,Kr,In,0
K0.2 In0.8,K,In,0
Sr0.2 In0.8,Sr,In,0
La0.2 In0.8,La,In,1
Ac0.2 In0.8,Ac,In,1
Te0.2 In0.8,Te,In,0
Pm0.2 In0.8,Pm,In,0
Y0.2 In0.8,Y,In,0
Th0.2 In0.8,Th,In,0
Dy0.2 In0.8,Dy,In,1
Ho0.2 In0.8,Ho,In,0
Pb0.2 In0.8,Pb,In,0
Tl0.2 In0.8,Tl,In,0
Se0.2 In0.8,Se,In,0
S0.2 In0.8,S,In,0
Sn0.2 In0.8,Sn,In,0
Pa0.2 In0.8,Pa,In,0
As0.2 In0.8,As,In,0
Li0.2 In0.8,Li,In,1
U0.2 In0.8,U,In,0
Au0.2 In0.8,Au,In,1
Zn0.2 In0.8,Zn,In,0
Os0.2 In0.8,Os,In,0
Mn0.2 In0.8,Mn,In,0
Cu0.2 In0.8,Cu,In,0
Co0.2 In0.8,Co,In,0
Ni0.2 In0.8,Ni,In,0
B0.2 In0.8,B,In,0
Ba0.2 Sc0.8,Ba,Sc,0
Sr0.2 Sc0.8,Sr,Sc,0
Eu0.2 Sc0.8,Eu,Sc,0
Br0.2 Sc0.8,Br,Sc,0
Bi0.2 Sc0.8,Bi,Sc,0
Pr0.2 Sc0.8,Pr,Sc,0
Y0.2 Sc0.8,Y,Sc,0
Ho0.2 Sc0.8,Ho,Sc,0
Er0.2 Sc0.8,Er,Sc,0
Lu0.2 Sc0.8,Lu,Sc,0
S0.2 Sc0.8,S,Sc,0
Zr0.2 Sc0.8,Zr,Sc,0
Ge0.2 Sc0.8,Ge,Sc,0
Cd0.2 Sc0.8,Cd,Sc,1
Np0.2 Sc0.8,Np,Sc,0
Ta0.2 Sc0.8,Ta,Sc,0
Ag0.2 Sc0.8,Ag,Sc,1
Al0.2 Sc0.8,Al,Sc,1
W0.2 Sc0.8,W,Sc,0
Mo0.2 Sc0.8,Mo,Sc,0
Pt0.2 Sc0.8,Pt,Sc,1
Zn0.2 Sc0.8,Zn,Sc,1
Pd0.2 Sc0.8,Pd,Sc,1
Ir0.2 Sc0.8,Ir,Sc,1
Os0.2 Sc0.8,Os,Sc,0
Rh0.2 Sc0.8,Rh,Sc,1
Ni0.2 Sc0.8,Ni,Sc,1
Be0.2 Sc0.8,Be,Sc,1
K0.2 Pa0.8,K,Pa,0
Ba0.2 Pa0.8,Ba,Pa,0
Yb0.2 Pa0.8,Yb,Pa,0
Br0.2 Pa0.8,Br,Pa,1
Na0.2 Pa0.8,Na,Pa,0
Ac0.2 Pa0.8,Ac,Pa,0
Xe0.2 Pa0.8,Xe,Pa,0
Bi0.2 Pa0.8,Bi,Pa,1
Ce0.2 Pa0.8,Ce,Pa,0
Nd0.2 Pa0.8,Nd,Pa,0
Y0.2 Pa0.8,Y,Pa,0
Tb0.2 Pa0.8,Tb,Pa,0
Dy0.2 Pa0.8,Dy,Pa,0
Ho0.2 Pa0.8,Ho,Pa,0
Er0.2 Pa0.8,Er,Pa,0
Tm0.2 Pa0.8,Tm,Pa,0
Se0.2 Pa0.8,Se,Pa,1
S0.2 Pa0.8,S,Pa,1
Sn0.2 Pa0.8,Sn,Pa,0
Sc0.2 Pa0.8,Sc,Pa,0
Mg0.2 Pa0.8,Mg,Pa,0
Cd0.2 Pa0.8,Cd,Pa,0
Ta0.2 Pa0.8,Ta,Pa,0
Ag0.2 Pa0.8,Ag,Pa,0
Pt0.2 Pa0.8,Pt,Pa,1
Re0.2 Pa0.8,Re,Pa,0
Cr0.2 Pa0.8,Cr,Pa,0
C0.2 Pa0.8,C,Pa,0
B0.2 Pa0.8,B,Pa,1
Kr0.2 Hg0.8,Kr,Hg,0
Cs0.2 Hg0.8,Cs,Hg,0
K0.2 Hg0.8,K,Hg,0
Ba0.2 Hg0.8,Ba,Hg,0
Eu0.2 Hg0.8,Eu,Hg,0
Yb0.2 Hg0.8,Yb,Hg,0
Ar0.2 Hg0.8,Ar,Hg,0
Pr0.2 Hg0.8,Pr,Hg,0
Te0.2 Hg0.8,Te,Hg,0
Y0.2 Hg0.8,Y,Hg,0
Th0.2 Hg0.8,Th,Hg,0
Tb0.2 Hg0.8,Tb,Hg,0
Dy0.2 Hg0.8,Dy,Hg,0
Ho0.2 Hg0.8,Ho,Hg,0
